eta,gamma,controller,precision,diverged,converged,converged_step,final_loss,log_final_loss,final_alpha,min_alpha,min_update_cosine,max_grad_sat,max_curvature_proxy,max_curvature_for_control,max_hessian_lambda,max_hessian_spectral_norm,max_margin_lambda_raw,max_margin_lambda_ctrl,max_margin_norm_raw,max_margin_norm_ctrl,max_spectral_radius_raw,max_spectral_radius_ctrl,final_margin_lambda_raw,final_margin_lambda_ctrl,min_controller_feasible,min_alpha_min_bound,max_alpha_min_bound,min_alpha_max_bound,max_alpha_max_bound
0.01,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.093658447265625,-1.0284530465232582,1.0,0.10000000149011612,0.4137224853038788,0.0,1.106797218322754,1.106797218322754,1.082200634657274,1.082200634657274,0.010822006104682048,0.010822006104682048,0.010822006104682048,0.010822006104682048,0.9992320035581912,0.9999232003546745,0.010822006104682036,0.010822006104682036,1.0,0.0,0.0,1.0,1.0
0.011415633046188459,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0755157470703125,-1.1219624768067917,1.0,0.10000000149011612,0.4024503529071808,0.0,1.15870201587677,1.15870201587677,1.082200634657274,1.082200634657274,0.012354005681234747,0.012354005681234747,0.012354005681234747,0.012354005681234747,0.9991232833992609,0.9999123283386194,0.012354005681234742,0.012354005681234742,1.0,0.0,0.0,1.0,1.0
0.013031667784522994,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0606842041015625,-1.2169243396305622,1.0,0.10000000149011612,0.3925384283065796,0.0,1.3311102390289307,1.3311102390289307,1.0822006346572737,1.0822006346572737,0.014102879412411895,0.014102879412411895,0.014102879412411895,0.014102879412411895,0.9989991725098633,0.999899917249495,0.014102879412411883,0.014102879412411883,1.0,0.0,0.0,1.0,1.0
0.014876473740795015,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0482177734375,-1.3167928479962885,1.0,0.10000000149011612,0.3862919509410858,0.0,1.3311102390289307,1.3311102390289307,1.082200634657274,1.082200634657274,0.016099329274234256,0.016099329274234256,0.016099329274234256,0.016099329274234256,0.9988574920880174,0.999885749207099,0.016099329274234242,0.016099329274234242,1.0,0.0,0.0,1.0,1.0
0.016982436524617443,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0370635986328125,-1.431052415806851,1.0,0.10000000149011612,0.38504302501678467,0.0,1.3311102390289307,1.3311102390289307,1.082200634657274,1.082200634657274,0.01837840321214683,0.01837840321214683,0.01837840321214683,0.01837840321214683,0.9986957549148903,0.9998695754895454,0.018378403212146812,0.018378403212146812,1.0,0.0,0.0,1.0,1.0
0.019386526359522076,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0283660888671875,-1.5472005408364902,1.0,0.10000000149011612,0.39283236861228943,0.0,1.3311102390289307,1.3311102390289307,1.082200634657274,1.082200634657274,0.020980110954404354,0.020980110954404354,0.020980110954404354,0.020980110954404354,0.9985111216528727,0.9998511121630687,0.020980110954404337,0.020980110954404337,1.0,0.0,0.0,1.0,1.0
0.022130947096056376,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.021881103515625,-1.65993077927207,1.0,0.10000000149011612,0.38737401366233826,0.0,1.1523408889770508,1.1523408889770508,1.082200634657274,1.082200634657274,0.023950125495076708,0.023950125495076708,0.023950125495076708,0.023950125495076708,0.9983003510640102,0.9998300351038683,0.023950125495076677,0.023950125495076677,1.0,0.0,0.0,1.0,1.0
0.025263877101318954,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0167083740234375,-1.7770658114215694,1.0,0.10000000149011612,0.38480815291404724,0.0,1.1523408889770508,1.1523408889770508,1.082200634657274,1.082200634657274,0.027340584356964546,0.027340584356964546,0.027340584356964546,0.027340584356964546,0.998059743147433,0.9998059743118519,0.027340584356964525,0.027340584356964525,1.0,0.0,0.0,1.0,1.0
0.028840315031266057,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0126800537109375,-1.896878906805338,1.0,0.10000000149011612,0.38276219367980957,0.0,1.1523408889770508,1.1523408889770508,1.082200634657274,1.082200634657274,0.031211006760471317,0.031211006760471317,0.031211006760471317,0.031211006760471317,0.9977850740513858,0.999778507401838,0.03121100676047129,0.03121100676047129,1.0,0.0,0.0,1.0,1.0
0.03292304533334065,1.0,gt-order-1,"ap_fixed<16,6,AP_RND,AP_SAT>",False,True,1000.0,0.0098419189453125,-2.0069202159443043,1.0,0.10000000149011612,0.3870621621608734,0.0,1.1336076259613037,1.1336076259613037,1.082200634657274,1.082200634657274,0.03562934181659982,0.03562934181659982,0.03562934181659982,0.03562934181659982,0.9974715216869716,0.9997471521649295,0.03562934181659979,0.03562934181659979,1.0,0.0,0.0,1.0,1.0
